"ID","text","label",,"Comments",,"B",,"Set","Claim Count",,,,,"regex match",,,,,,,,,,,,,,
70,"Says John McCain ""has done nothing to help the vets.""","misc",,,,"Member of a Set","(""help_the_vets"",""john_mccain_has_done"",IN)","Observation","(speaker,""john_mccain_has_done_nothing_to_help_the_vets"",NULL,NULL)",,,,,"FALSE",,,,,,,,,,,,,,
71,"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
72,"""Four times, I said, he (John McCain) is a hero, but you know ... people choose selective pieces.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
74,"""Christian Pastor in Vermont Sentenced to One Year in Prison After Refusing to Marry Gay Couple""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
75,"""Thanks to the Obama administration's negotiations, Iran's nuclear program will be under lock, key and camera 24 hours a day, 365 days a year.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
76,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
77,"""Sen. Rubio's (tax plan) would cut taxes for households making around $3 million a year by almost $240,000, which is way more than three times the earnings of a typical family.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
78,"Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
79,"""Limberbutt McCubbins (a five-year-old cat) is a candidate"" in the 2016 presidential election.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
80,"""The $5 billion website for Obamacare … never worked. Still doesn't work.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
81,"Says Chris Christie ""vetoed equal pay for women 3 times. He only let the bill pass once it became a damaging campaign issue.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
82,"For African-Americans between the ages of 17 and 20, ""the real unemployment rate … is 51 percent.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
83,"""We're destroying more businesses in the United States now than are being created for the first time in our history.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
84,"""Bernie Sanders voted against the Brady Bill -- background checks and waiting periods.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
85,"""The Mexican government forces many bad people into our country.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
86,"""There's now been three independent investigations (into the bridge scandal) all of which have said"" that Christie did not have prior knowledge of or involvement in the lane closures.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
87,"""We have the highest rate of childhood poverty of any major country on Earth.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
88,"On support for Trade Promotion Authority, called fast-track","misc",,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Say Hillary Clinton's top 10 donors are mainly ""banks, corporations and media,"" while Bernie Sanders' top 10 donors are labor unions.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
90,"""Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
91,"Says his book, The Art of the Deal, is ""the No. 1 selling business book of all time.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
92,"""The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling' on chicken, pork, and beef sold in the U.S.""","action",,,,"Ratio","(“voted_for_remove”,[absolute,300],exact,”representatives_voted”),(“voted_against_remove”,[absolute,131],exact,”representatives_voted”)",,,,,,,"FALSE",,,,,,,,,,,,,,
93,"The Supreme Court's views ""are radically out of step with public opinion"" regarding its decision to legalize same-sex marriage nationwide.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
94,"""By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance"" for the first time in 17 years.","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
95,"""We are the only major country on Earth that doesn't guarantee health care to all people as a right.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
96,"Public support for abortion ""is actually going down a little bit,"" polls show.","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
98,"American schools are ""more segregated than they were in the 1960s.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
99,"""We have at least 200,000 to 300,000 hate crimes in a given year.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
100,"""Under the Affordable Care Act, anyone on Medicare who is admitted to a hospital for observation will be responsible for the bill. Medicare won't pay a cent.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
101,"On Common Core.","misc",,,,,,,,,,,,,,,,,,,,,,,,,,
102,"""The party in the White House"" is responsible for ""a massive tax increase on the middle class.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
103,"Says Hillary Clinton ""was completely exonerated, when I was in the White House"" by an official inquiry on Whitewater.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
104,"After a federal inquiry corroborated Hillary Clinton on Whitewater, ""the next day, there was nothing in the media about it.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
105,"""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
106,"""This type of mass violence does not happen in other advanced countries. It doesn't happen in other places with this kind of frequency.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
107,"The Democrats are ""responsible"" for ""the swift, mindless drawdown of a military that was generations in the making.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
108,"The original compromise for the Confederate battle flag in South Carolina ""was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
109,"""Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
110,"""The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
111,"""When was the last time you saw a Chevrolet in Japan? It doesn't exist, folks.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
112,"On same-sex marriage.","misc",,,,,,,,,,,,,,,,,,,,,,,,,,
113,"""Our real unemployment is anywhere from 18 to 20 percent. Don't believe the 5.6. Don't believe it.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
114,"""The last quarter, it was just announced, our gross domestic product … was below zero. Who ever heard of this? It's never below zero.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
115,"The Islamic State ""just built a hotel in Syria.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
116,"Says Bill Clinton ""gave a speech in 1996 about Iraq having WMDs"" and ... said ""we needed a regime change,"" ... even though everyone blamed those things on George W. Bush.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
117,"""The top 25 hedge fund managers (are) making more than all of America's kindergarten teachers combined.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
118,"""A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
119,"Says Hillary Clinton's ""been very clear where she stands on trade.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
120,"The New York Times ""had to retract"" its story that Hillary Clinton's email handling had broken certain laws.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
121,"""U.S. Embassy Celebrates America's Independence on June 4th in Order to Accommodate Muslims.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
122,"""Former Gov. Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
123,"""In New Jersey, Gov. Christie vetoed legislation to extend early voting.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
124,"On Common Core.","misc",,,,,,,,,,,,,,,,,,,,,,,,,,
125,"If Fox News' presidential debate rules had been in place during the 1992 election, ""Bill Clinton wouldn't have been on the stage.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
126,"Says Ronald Reagan ""talked about"" converting the United States to the metric system.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
127,"""You can fill out your tax return in Estonia online in five minutes.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
128,"The USA Freedom Act undercuts privacy because ""the phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
130,"Today, ""the United States is the most respected country on Earth.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
131,"""The CEO of Goldman Sachs let his employees know that he'd be just fine with either Bush or Clinton.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
132,"""Today in America, 70 percent of us are earning the same or less than we were 12 years ago, and this is the first time that that has happened this side of World War II.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
133,"""For the first time in 35 years, we have more businesses dying than we do starting.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
134,"The Supreme Court ""can't overrule the other two"" branches of government.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
135,"If you count United States airstrikes against ISIS, ""75 percent of those combat missions return to base without having fired a weapon.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
136,"""During Obama's first five years as president, black unemployment increased 42 percent. During Reagan's presidency, black unemployment dropped 20 percent.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
137,"Says the State Department has ""had half a year"" to respond to a Benghazi document request,  yet ""I have not gotten a single, solitary scrap of paper.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
138,"Hedge fund managers ""pay less in taxes than nurses and truck drivers.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
139,"""It is simply a fact that insufficient funding for Amtrak has delayed the installation"" of a positive train control safety system. ""To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
140,"""We had an agreement that the president could have signed that would have kept 10,000 troops"" in Iraq.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
141,"""Every president since Franklin Delano Roosevelt has had"" fast-track trade authority.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
142,"Due to ""over-incarceration … in 1950, two out of three young black men were in the workforce. Today, it's one out of three black men are in the workforce.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
143,"Proposed fast-track legislation allows presidents to ""easily use a future trade deal to override our domestic financial rules.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
144,"More money is dedicated within the Department of Homeland Security to climate change than what's spent combating ""Islamist terrorists radicalizing over the Internet in the United States of America.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
145,"""Ben Carson is running for president to ‘eliminate dependency on government.' But he doesn't mention that he grew up in public schools, got public housing and food stamps, got free glasses from a government program, was helped by Affirmative Action, and got Pell Grants for college.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
146,"""We doubled the size of the company (Hewlett-Packard).""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
147,"""Not a single Republican candidate, announced or potential, is clearly and consistently supporting a path to citizenship. Not one.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
148,"""The United States is 65th out of 142 nations and other territories on equal pay.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
149,"After laying off 30,000 people, Carly Fiorina said that in retrospect, ""I would have done them all faster.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
150,"Says he ""raised average family income by 50 percent"" during his tenure as Arkansas governor.","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
151,"""We spend more money on antacids than we do on politics.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
152,"""The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
153,"""The U.S. representatives that voted to keep militarizing the police received 73 percent more campaign money from the defense industry"" than the representatives who voted to stop it.","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
154,"""I'm running for office with much more experience and qualifications than Barack Obama had when he ran.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
155,"""I can tell you with certainty (cap and trade) would have a devastating impact on our economy.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
156,"""We're not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
157,"""The United States invented the community college. Nobody else had ever done anything like it.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
158,"Says Loretta Lynch's nomination ""has been now sitting there longer than the previous seven attorney general nominees combined.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
159,"""99 percent of all new income today (is) going to the top 1 percent.""","quantity",,,,"Action",,,,,,,,"FALSE",,,,,,,,,,,,,,
160,"""American families work hard to earn $4,250 a month. Obama is spending $18,972 a month on each illegal immigrant child.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
161,"Says ""all my grandparents"" immigrated to America.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
162,"""We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
164,"Says Marco Rubio ""voted to deport"" young people known as Dreamers.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
165,"""Ninety percent of American workers don't own their own business.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
166,"Says Hillary Clinton ""completely ignored"" ""dozens and dozens of requests for more security"" for the Benghazi consulate.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
167,"Facebook has unveiled new rules to stop their users from creating posts related in any way to religion.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
168,"""Debt doubled"" under Bush ""and now it's tripling under Barack Obama's watch.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
169,"""Iran's defense budget is $30 billion. Our defense budget is closer to $600 billion.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
170,"Seventy percent of Americans ""don't have a college degree.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
171,"""Rand Paul supports Obama's negotiations with Iran.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
172,"Says Hillary Clinton will receive her ""congressional salary until she dies"" and the Secret Service pays her mortgage.","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
173,"""In this last election in November, ... 63 percent of the American people chose not to vote, ... 80 percent of young people, (and) 75 percent of low-income workers chose not to vote.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
174,"Despite raising taxes on the wealthy and hiking the minimum wage, Minnesota ""is creating jobs at a record pace, unemployment is at a historic low, median income is skyrocketing, and (the) state has a billion-dollar surplus.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
175,"In the United States, we've had ""12 years in a row of wages declining.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
177,"Says Barack Obama voted for the ""very same language"" of Indiana's Religious Freedom Restoration Act when he was in the Illinois state Senate. Sexual orientation ""doesn't have anything to do with this law.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
178,"""From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
179,"Say Michelle Obama ""mandates"" weighing children in day care.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
180,"Says according to recent polls, no Republican candidate ""is doing better against Hillary Clinton than myself.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
181,"""Small businesses (are) going out of business in record numbers.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
182,"Job growth in the United States is now at the ""fastest pace in this country's history.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
183,"Says Israel Prime Minister Benjamin Netanyahu ""didn't change his position"" on a two-state solution.","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
184,"""Many of the alarmists on global warming, they've got a problem because the science doesn't back them up. In particular, satellite data demonstrate for the last 17 years, there's been zero warming.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
185,"""The stock market has almost tripled since April of 2009.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
186,"Says Secretary of State John Kerry, ""when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
188,"""The vast majority of our international commitments take effect without congressional approval.""","action",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
189,"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
190,"""The Iranian parliament will get to say yes or no on this deal, and I think the United States Congress should have the exact same input into the process.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
191,"Today in Selma, Ala., ""the poverty rate is roughly nine times that of whites.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
192,"U.S. military involvement in Libya ""allowed thousands of surface-to-air missiles to fall into the hands of radical Islamists.""","misc",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
194,"""The labor participation rate is at an all-time low.""","quantity",,,,,,,,,,,,"FALSE",,,,,,,,,,,,,,
